NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_MICROTUBULE_SEVERING	12		Rejected!	
GOBP_ACTIN_FILAMENT_SEVERING	16		Rejected!	
GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING	26		Rejected!	
GOBP_CHIASMA_ASSEMBLY	6		Rejected!	
GOBP_MRNA_TRANSPORT	151	139		
GOBP_RRNA_TRANSPORT	5		Rejected!	
GOBP_TRNA_TRANSPORT	37		Rejected!	
GOBP_REGULATION_OF_ENDOSOME_SIZE	5		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	8		Rejected!	
GOBP_REGULATION_OF_SECRETION	613		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SECRETION	295		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SECRETION	160	144		
GOBP_REGULATION_OF_TRANSPORT	1730		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSPORT	882		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	438		Rejected!	
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	353		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	124	114		
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	198	190		
GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	59	50		
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	319		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	77	70		
GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	56	55		
GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING	34		Rejected!	
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	444		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	266		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	159	149		
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	928		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1284		Rejected!	
GOBP_REGULATION_OF_HELICASE_ACTIVITY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HELICASE_ACTIVITY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HELICASE_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_BINDING	357		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BINDING	170	167		
GOBP_NEGATIVE_REGULATION_OF_BINDING	159	151		
GOBP_REGULATION_OF_DNA_BINDING	118	115		
GOBP_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR	5		Rejected!	
GOBP_REGULATION_OF_DNA_LIGATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_LIGATION	5		Rejected!	
GOBP_HEPOXILIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY	25		Rejected!	
GOBP_SYNAPTIC_GROWTH_AT_NEUROMUSCULAR_JUNCTION	9		Rejected!	
GOBP_REGULATION_OF_ACTIN_NUCLEATION	30		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_NUCLEATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	729		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1118		Rejected!	
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	22		Rejected!	
GOBP_NK_T_CELL_ACTIVATION	11		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_ACTIVATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NK_T_CELL_ACTIVATION	7		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_PROLIFERATION	5		Rejected!	
GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	70	54		
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	269		Rejected!	
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	159	129		
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	64	51		
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	89	70		
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	44		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	21		Rejected!	
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	93	77		
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	38		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	52		Rejected!	
GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	25		Rejected!	
GOBP_XYLULOSE_5_PHOSPHATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_NUCLEAR_EXPORT	201	191		
GOBP_NUCLEAR_TRANSPORT	343		Rejected!	
GOBP_IMPORT_INTO_NUCLEUS	163	157		
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1610		Rejected!	
GOBP_VITAMIN_TRANSPORT	41		Rejected!	
GOBP_PROSTHETIC_GROUP_METABOLIC_PROCESS	6		Rejected!	
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE	77	75		
GOBP_SEQUESTERING_OF_CALCIUM_ION	119	114		
GOBP_CARTILAGE_DEVELOPMENT	184	179		
GOBP_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN	22		Rejected!	
GOBP_SPINDLE_ASSEMBLY	114	108		
GOBP_SPINDLE_ELONGATION	9		Rejected!	
GOBP_MAINTENANCE_OF_LOCATION	319		Rejected!	
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	200	187		
GOBP_SEQUESTERING_OF_METAL_ION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1397		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1104		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1528		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1110		Rejected!	
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	501		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	153	145		
GOBP_SPINDLE_MIDZONE_ASSEMBLY	12		Rejected!	
GOBP_PROTEIN_POLYMERIZATION	294		Rejected!	
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION	229		Rejected!	
GOBP_PROTEIN_HOMOOLIGOMERIZATION	177	172		
GOBP_PROTEIN_DEPOLYMERIZATION	112	107		
GOBP_PROTEIN_TETRAMERIZATION	83	81		
GOBP_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	1100		Rejected!	
GOBP_CHROMOSOME_ORGANIZATION	1244		Rejected!	
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	76	72		
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	40		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	15		Rejected!	
GOBP_PROTEIN_HOMOTETRAMERIZATION	56	54		
GOBP_PROTEIN_HETEROTETRAMERIZATION	14		Rejected!	
GOBP_PROTEIN_HETEROOLIGOMERIZATION	24		Rejected!	
GOBP_NUCLEAR_PORE_COMPLEX_ASSEMBLY	9		Rejected!	
GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION	34		Rejected!	
GOBP_ESTABLISHMENT_OF_MEIOTIC_SPINDLE_LOCALIZATION	5		Rejected!	
GOBP_CENTROSOME_DUPLICATION	72	70		
GOBP_CENTROSOME_SEPARATION	15		Rejected!	
GOBP_CELL_DIVISION	600		Rejected!	
GOBP_REGULATION_OF_CELL_DIVISION	171	162		
GOBP_CHROMOSOME_SEPARATION	95	91		
GOBP_CHROMOSOME_MOVEMENT_TOWARDS_SPINDLE_POLE	7		Rejected!	
GOBP_MEIOTIC_CHROMOSOME_SEPARATION	25		Rejected!	
GOBP_METAPHASE_PLATE_CONGRESSION	64	64		
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	15		Rejected!	
GOBP_MEIOTIC_CELL_CYCLE	250		Rejected!	
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	1297		Rejected!	
GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY	1010		Rejected!	
GOBP_REGULATION_OF_LYASE_ACTIVITY	49		Rejected!	
GOBP_REGULATION_OF_LIGASE_ACTIVITY	12		Rejected!	
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	110	93		
GOBP_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	774		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY	454		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	679		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	296		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	25		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	56	52		
GOBP_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	35		Rejected!	
GOBP_KINETOCHORE_ASSEMBLY	17		Rejected!	
GOBP_KINETOCHORE_ORGANIZATION	22		Rejected!	
GOBP_RESPONSE_TO_MINERALOCORTICOID	32		Rejected!	
GOBP_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_NEURON_APOPTOTIC_PROCESS	229		Rejected!	
GOBP_RESPONSE_TO_NITROSATIVE_STRESS	9		Rejected!	
GOBP_DETOXIFICATION_OF_NITROGEN_COMPOUND	5		Rejected!	
GOBP_RESPONSE_TO_CORTICOSTERONE	20		Rejected!	
GOBP_RESPONSE_TO_CORTISOL	5		Rejected!	
GOBP_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER	5		Rejected!	
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	53	50		
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	34		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	16		Rejected!	
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE	47		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	23		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	17		Rejected!	
GOBP_MYOBLAST_PROLIFERATION	24		Rejected!	
GOBP_MYOBLAST_MIGRATION	13		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS	23		Rejected!	
GOBP_CORTICOTROPIN_SECRETION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CORTICOTROPIN_SECRETION	5		Rejected!	
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	344		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY	33		Rejected!	
GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY	46		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	30		Rejected!	
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	510		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	158	139		
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	220		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	52	52		
GOBP_ELASTIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_KERATINOCYTE_MIGRATION	18		Rejected!	
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	14		Rejected!	
GOBP_FLAVONE_METABOLIC_PROCESS	6		Rejected!	
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION	11		Rejected!	
GOBP_HISTONE_H3_K9_METHYLATION	34		Rejected!	
GOBP_HISTONE_H3_K4_METHYLATION	53	50		
GOBP_REGULATION_OF_HISTONE_H3_K4_METHYLATION	28		Rejected!	
GOBP_REGULATION_OF_HISTONE_H3_K9_METHYLATION	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION	9		Rejected!	
GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	5		Rejected!	
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	99	93		
GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	22		Rejected!	
GOBP_RESPONSE_TO_CAMP	93	90		
GOBP_RESPONSE_TO_CALCIUM_ION	144	141		
GOBP_RESPONSE_TO_FOLIC_ACID	10		Rejected!	
GOBP_RESPONSE_TO_HYDROSTATIC_PRESSURE	6		Rejected!	
GOBP_EXOCYST_LOCALIZATION	6		Rejected!	
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	41		Rejected!	
GOBP_PROTEIN_MATURATION	293		Rejected!	
GOBP_DETECTION_OF_STIMULUS	709		Rejected!	
GOBP_DEFENSE_RESPONSE_TO_VIRUS	260		Rejected!	
GOBP_HISTAMINE_TRANSPORT	14		Rejected!	
GOBP_SEROTONIN_UPTAKE	11		Rejected!	
GOBP_NOREPINEPHRINE_UPTAKE	8		Rejected!	
GOBP_ACTIN_FILAMENT_NETWORK_FORMATION	12		Rejected!	
GOBP_ORGANELLE_LOCALIZATION	650		Rejected!	
GOBP_ENDOPLASMIC_RETICULUM_LOCALIZATION	10		Rejected!	
GOBP_GOLGI_LOCALIZATION	14		Rejected!	
GOBP_MITOCHONDRION_LOCALIZATION	47		Rejected!	
GOBP_NUCLEUS_LOCALIZATION	24		Rejected!	
GOBP_VESICLE_LOCALIZATION	224		Rejected!	
GOBP_MAINTENANCE_OF_LOCATION_IN_CELL	209	197		
GOBP_SPINDLE_LOCALIZATION	53	53		
GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	25		Rejected!	
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	431		Rejected!	
GOBP_MAINTENANCE_OF_ORGANELLE_LOCATION	10		Rejected!	
GOBP_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION	9		Rejected!	
GOBP_MEMBRANE_RAFT_LOCALIZATION	8		Rejected!	
GOBP_LOCALIZATION_WITHIN_MEMBRANE	75	72		
GOBP_MEMBRANE_DISRUPTION_IN_OTHER_ORGANISM	11		Rejected!	
GOBP_ESTABLISHMENT_OF_GOLGI_LOCALIZATION	8		Rejected!	
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	7		Rejected!	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	219		Rejected!	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	92	87		
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	52		Rejected!	
GOBP_MULTI_ORGANISM_PROCESS	1102		Rejected!	
GOBP_REGULATION_OF_KILLING_OF_CELLS_OF_OTHER_ORGANISM	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_KILLING_OF_CELLS_OF_OTHER_ORGANISM	10		Rejected!	
GOBP_CYTOLYSIS_IN_OTHER_ORGANISM	9		Rejected!	
GOBP_PROTEIN_DE_ADP_RIBOSYLATION	6		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE	1211		Rejected!	
GOBP_ACTIN_CROSSLINK_FORMATION	13		Rejected!	
GOBP_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_RESPONSE_TO_REDOX_STATE	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION	86	81		
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION	17		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_DIVISION	135	134		
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	54	54		
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION	57	56		
GOBP_RESPONSE_TO_MISFOLDED_PROTEIN	24		Rejected!	
GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS	14		Rejected!	
GOBP_MEDIUM_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	5		Rejected!	
GOBP_MODULATION_OF_PROCESS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	98	93		
GOBP_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY	9		Rejected!	
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS	62	57		
GOBP_PROTEIN_AUTOUBIQUITINATION	72	70		
GOBP_PIGMENT_GRANULE_LOCALIZATION	26		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	71	69		
GOBP_MITOCHONDRIAL_DEPOLARIZATION	22		Rejected!	
GOBP_KILLING_OF_CELLS_IN_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	27		Rejected!	
GOBP_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY	25		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	175	163		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	62		Rejected!	
GOBP_MEMBRANE_DEPOLARIZATION	87	82		
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	9		Rejected!	
GOBP_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION	24		Rejected!	
GOBP_REGULATION_OF_FIBRINOLYSIS	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBRINOLYSIS	10		Rejected!	
GOBP_SULFATION	24		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	60	53		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	118	112		
GOBP_REGULATION_OF_SENSORY_PERCEPTION	37		Rejected!	
GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC	46		Rejected!	
GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE	5		Rejected!	
GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	12		Rejected!	
GOBP_REGULATION_OF_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	33		Rejected!	
GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT	31		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	16		Rejected!	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	422		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	138	128		
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	263		Rejected!	
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	95	85		
GOBP_NEGATIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	58	52		
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	69	66		
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	30		Rejected!	
GOBP_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	6		Rejected!	
GOBP_REGULATION_OF_TELOMERASE_ACTIVITY	47		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	33		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TELOMERASE_ACTIVITY	11		Rejected!	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	89	85		
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	6		Rejected!	
GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	13		Rejected!	
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_PROGRAMMED_CELL_DEATH	8		Rejected!	
GOBP_MOVEMENT_IN_HOST_ENVIRONMENT	175	173		
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	48		Rejected!	
GOBP_NEGATIVE_REGULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION	5		Rejected!	
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION	7		Rejected!	
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	453		Rejected!	
GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS	11		Rejected!	
GOBP_MONOACYLGLYCEROL_CATABOLIC_PROCESS	7		Rejected!	
GOBP_CELLULAR_GLUCURONIDATION	20		Rejected!	
GOBP_FLAVONOID_GLUCURONIDATION	9		Rejected!	
GOBP_XENOBIOTIC_GLUCURONIDATION	11		Rejected!	
GOBP_MUSCLE_CELL_DEVELOPMENT	168	156		
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT	103	101		
GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY	17		Rejected!	
GOBP_CARDIAC_CELL_DEVELOPMENT	83	72		
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	114	98		
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	57	56		
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	6		Rejected!	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH	30		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	5		Rejected!	
GOBP_NEUROBLAST_DIVISION	13		Rejected!	
GOBP_ASYMMETRIC_NEUROBLAST_DIVISION	6		Rejected!	
GOBP_METAL_ION_HOMEOSTASIS	647		Rejected!	
GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	161	153		
GOBP_ZINC_ION_HOMEOSTASIS	40		Rejected!	
GOBP_COPPER_ION_HOMEOSTASIS	17		Rejected!	
GOBP_IRON_ION_HOMEOSTASIS	86	79		
GOBP_POTASSIUM_ION_HOMEOSTASIS	29		Rejected!	
GOBP_TRANSITION_METAL_ION_HOMEOSTASIS	139	128		
GOBP_SODIUM_ION_HOMEOSTASIS	54	53		
GOBP_ANION_HOMEOSTASIS	34		Rejected!	
