Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM887066,"HDQ-P1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887066/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887067,"HEC-108","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887067/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887068,"HEC-151","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887068/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887069,"HEC-1-A","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887069/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887070,"HEC-1-B","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887070/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887071,"HEC-251","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887071/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887072,"HEC-265","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887072/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887073,"HEC-50B","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887073/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887074,"HEC-59","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887074/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887075,"HEC-6","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887075/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887076,"HEL 92.1.7","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887076/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887077,"HEL","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887077/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887078,"Hep 3B2.1-7","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887078/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887079,"Hep G2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887079/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887080,"Hey-A8","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887080/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887081,"HGC-27","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887081/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887082,"HH","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887082/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887083,"HL-60","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887083/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887084,"HLE","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887084/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887085,"HLF-a","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887085/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887086,"HLF","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887086/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887087,"HMCB","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887087/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887088,"HOS","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887088/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887089,"HPAC","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887089/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887090,"HPAF-II","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887090/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887091,"HPB-ALL","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887091/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887092,"Hs 172.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887092/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887093,"Hs 229.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887093/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887094,"Hs 274.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887094/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887095,"Hs 281.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887095/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887096,"Hs 294T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887096/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887097,"Hs 343.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887097/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887098,"Hs 578T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887098/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887099,"Hs 600.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887099/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887100,"Hs 604.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887100/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887101,"Hs 606.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887101/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887102,"Hs 611.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887102/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887103,"Hs 616.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887103/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887104,"Hs 618.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887104/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887105,"Hs 675.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887105/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887106,"Hs 683","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887106/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887107,"Hs 688(A).T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887107/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887108,"Hs 695T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887108/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887109,"Hs 698.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887109/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887110,"Hs 706.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887110/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887111,"Hs 729","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887111/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887112,"Hs 737.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887112/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887113,"Hs 739.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887113/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887114,"Hs 742.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887114/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887115,"Hs 746T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887115/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887116,"Hs 751.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887116/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887117,"Hs 766T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887117/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887118,"Hs 819.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887118/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887119,"Hs 821.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887119/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887120,"Hs 822.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887120/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887121,"Hs 839.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887121/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887122,"Hs 840.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887122/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887123,"Hs 852.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887123/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887124,"Hs 863.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887124/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887125,"Hs 870.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887125/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887126,"Hs 888.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887126/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887127,"Hs 895.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887127/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887128,"Hs 934.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887128/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887129,"Hs 936.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887129/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887130,"Hs 939.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887130/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887131,"Hs 940.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887131/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887132,"Hs 944.T","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887132/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887133,"HSC-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887133/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887134,"HSC-3","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887134/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887135,"HSC-4","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887135/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887136,"HT-1080","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887136/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887137,"HT115","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887137/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887138,"HT-1197","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887138/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887139,"HT-1376","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887139/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887140,"HT-144","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887140/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887141,"HT-29","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887141/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887142,"HT55","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887142/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887143,"HT","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887143/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887144,"HuCCT1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887144/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887145,"HuG1-N","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887145/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887146,"huH-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887146/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887147,"HuH28","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887147/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887148,"HuH-6","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887148/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887149,"HuH-7","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887149/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887150,"HuNS1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887150/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887151,"HUP-T3","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887151/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887152,"HUP-T4","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887152/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887153,"HuT 102","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887153/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887154,"HuT 78","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887154/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887155,"HuTu 80","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887155/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887156,"IA-LM","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887156/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887157,"IGR-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887157/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887158,"IGR-37","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887158/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887159,"IGR-39","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887159/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887160,"IGROV1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887160/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887161,"IM95","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887161/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887162,"IMR-32","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887162/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887163,"IPC-298","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887163/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887164,"Ishikawa (Heraklio) 02 ER-","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887164/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887165,"IST-MES1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887165/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887166,"IST-MES2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887166/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887167,"J82","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887167/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887168,"JeKo-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887168/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887169,"JHH-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887169/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887170,"JHH-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887170/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887171,"JHH-4","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887171/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887172,"JHH-5","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887172/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887173,"JHH-6","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887173/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887174,"JHH-7","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887174/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887175,"JHOC-5","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887175/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887176,"JHOM-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887176/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887177,"JHOM-2B","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887177/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887178,"JHOS-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887178/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887179,"JHOS-4","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887179/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887180,"JHUEM-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887180/suppl",,"Nicolas Stransky","Mar 20, 2012"
